create_dataset_mode,0,0.08147974312305449,"(100, 0, 0)"
create_dataset_mode,1,0.05153052508831024,"(100, 0, 0)"
create_dataset_mode,2,0.023807989433407784,"(0, 1, 0)"
create_dataset_mode,3,0.0,"(0, 1, 0)"
create_dataset_mode,4,0.0,"(0, 1, 0)"
create_dataset_mode,5,0.0,"(0, 1, 0)"
create_dataset_mode,6,0.0,"(0, 1, 0)"
create_dataset_mode,7,0.0,"(0, 1, 0)"
create_dataset_mode,8,0.03478126600384712,"(0, 1, 0)"
create_dataset_mode,9,-0.0009959214366972449,"(0, 1, 0)"
create_dataset_mode,10,0.0,"(0, 1, 0)"
create_dataset_mode,11,0.0,"(0, 1, 0)"
create_dataset_mode,12,0.0,"(0, 1, 0)"
create_dataset_mode,13,-0.03311868011951447,"(0, 1, 0)"
create_dataset_mode,14,-0.03316323831677437,"(0, 1, 0)"
create_dataset_mode,15,-0.0621577650308609,"(0, 1, 0)"
create_dataset_mode,16,0.0,"(0, 1, 0)"
create_dataset_mode,17,-0.03618263080716133,"(0, 1, 0)"
create_dataset_mode,18,-0.06423448026180267,"(0, 1, 0)"
create_dataset_mode,19,-0.030192149803042412,"(0, 1, 0)"
create_dataset_mode,20,-0.02919144742190838,"(0, 1, 0)"
create_dataset_mode,21,0.0,"(0, 1, 0)"
create_dataset_mode,22,0.03226231411099434,"(0, 1, 0)"
create_dataset_mode,23,-0.000452386710094288,"(0, 1, 0)"
create_dataset_mode,24,-0.029661523178219792,"(0, 1, 0)"
create_dataset_mode,25,-0.03389065340161323,"(0, 1, 0)"
create_dataset_mode,26,0.0,"(0, 1, 0)"
create_dataset_mode,27,-0.03319226577877998,"(0, 1, 0)"
create_dataset_mode,28,-0.1015746220946312,"(0, 1, 0)"
create_dataset_mode,29,-0.06580708920955658,"(0, 1, 0)"
create_dataset_mode,30,-0.08563588559627534,"(0, 1, 0)"
create_dataset_mode,31,-0.04584551975131035,"(0, 1, 0)"
create_dataset_mode,32,-0.08016587793827058,"(0, 1, 0)"
create_dataset_mode,33,-0.11429582536220552,"(0, 1, 0)"
create_dataset_mode,34,-0.0784486085176468,"(0, 1, 0)"
create_dataset_mode,35,-0.04372228309512139,"(0, 1, 0)"
create_dataset_mode,36,-0.011294913478195666,"(0, 1, 0)"
create_dataset_mode,37,-0.009533477015793324,"(0, 1, 0)"
create_dataset_mode,38,-0.04212011396884918,"(0, 1, 0)"
create_dataset_mode,39,-0.07282601296901703,"(0, 1, 0)"
create_dataset_mode,40,-0.03276766464114189,"(0, 1, 0)"
create_dataset_mode,41,0.0,"(0, 1, 0)"
create_dataset_mode,42,-0.0034747845493257046,"(0, 1, 0)"
create_dataset_mode,43,0.0,"(0, 1, 0)"
create_dataset_mode,44,-0.03761683776974679,"(0, 1, 0)"
